Period;Year;BookId;AccountId;AccountName;DocumentId;ConceptId;NumberId;LocationId;Date;Debito;Credito;ClientId;ClientName;CostCenterId;BusinessId;ProjectId;BaseRetention;Value1;Module;Observation;Invoice;CheckNumber;State;RowId;Nature;Conciliate;CurrencyId;CostCenterName;EntryId;SourceId;Contractor
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;168;1;28/05/2026 00:00:00;2766300,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;282;D;;0;WAREHOUSE;900001285;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;169;1;21/05/2026 00:00:00;2321200,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;283;D;;0;WAREHOUSE;900001286;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;170;1;20/05/2026 00:00:00;1038100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;284;D;;0;WAREHOUSE;900001287;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;171;1;31/05/2026 00:00:00;1529200,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;285;D;;0;WAREHOUSE;900001288;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;172;1;24/05/2026 00:00:00;2665100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;286;D;;0;WAREHOUSE;900001289;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;173;1;31/05/2026 00:00:00;2379200,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;287;D;;0;WAREHOUSE;900001290;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;174;1;20/05/2026 00:00:00;2214300,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;288;D;;0;WAREHOUSE;900001291;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;175;1;07/05/2026 00:00:00;1742600,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;289;D;;0;WAREHOUSE;900001292;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;176;1;17/05/2026 00:00:00;1684400,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;290;D;;0;WAREHOUSE;900001293;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;177;1;18/05/2026 00:00:00;1657000,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;291;D;;0;WAREHOUSE;900001294;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;178;1;27/05/2026 00:00:00;2210500,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;292;D;;0;WAREHOUSE;900001295;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;179;1;21/05/2026 00:00:00;1859100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;293;D;;0;WAREHOUSE;900001296;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;180;1;30/05/2026 00:00:00;841900,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;294;D;;0;WAREHOUSE;900001297;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;181;1;05/05/2026 00:00:00;1652800,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;295;D;;0;WAREHOUSE;900001298;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;182;1;07/05/2026 00:00:00;858800,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;296;D;;0;WAREHOUSE;900001299;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;183;1;02/05/2026 00:00:00;2386100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;297;D;;0;WAREHOUSE;900001300;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;184;1;27/05/2026 00:00:00;1865700,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;298;D;;0;WAREHOUSE;900001301;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;185;1;07/05/2026 00:00:00;1675100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;299;D;;0;WAREHOUSE;900001302;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;186;1;09/05/2026 00:00:00;778000,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;300;D;;0;WAREHOUSE;900001303;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;187;1;21/05/2026 00:00:00;1068500,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;301;D;;0;WAREHOUSE;900001304;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;188;1;12/05/2026 00:00:00;2139100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;302;D;;0;WAREHOUSE;900001305;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;189;1;07/05/2026 00:00:00;1093200,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;303;D;;0;WAREHOUSE;900001306;0;False
5;2026;0;73050201;MANTENIMIENTO VEHICULOS;CE ;CE ;190;1;27/05/2026 00:00:00;1344000,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;304;D;;0;WAREHOUSE;900001307;0;False
5;2026;0;73050301;ARRIENDO BODEGA;CE ;CE ;191;1;18/05/2026 00:00:00;1793100,0000;0,0000;0;;2001;0;1030;0,0000;0,0000;N;;;;P;305;D;;0;WAREHOUSE;900001308;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;192;1;11/05/2026 00:00:00;0,0000;2622000,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-341942;;P;306;C;;0;WAREHOUSE;900001309;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;193;1;06/05/2026 00:00:00;0,0000;7044000,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-458068;;P;307;C;;0;WAREHOUSE;900001310;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;194;1;20/05/2026 00:00:00;0,0000;3340500,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-893177;;P;308;C;;0;WAREHOUSE;900001311;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;195;1;11/05/2026 00:00:00;0,0000;2050500,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-143881;;P;309;C;;0;WAREHOUSE;900001312;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;196;1;03/05/2026 00:00:00;0,0000;6825400,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-620035;;P;310;C;;0;WAREHOUSE;900001313;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;197;1;24/05/2026 00:00:00;0,0000;3774700,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-700604;;P;311;C;;0;WAREHOUSE;900001314;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;198;1;20/05/2026 00:00:00;0,0000;4155600,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-173036;;P;312;C;;0;WAREHOUSE;900001315;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;199;1;09/05/2026 00:00:00;0,0000;6100700,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-200444;;P;313;C;;0;WAREHOUSE;900001316;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;200;1;27/05/2026 00:00:00;0,0000;5273600,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-135362;;P;314;C;;0;WAREHOUSE;900001317;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;201;1;03/05/2026 00:00:00;0,0000;6870000,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-542661;;P;315;C;;0;WAREHOUSE;900001318;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;202;1;23/05/2026 00:00:00;0,0000;1763900,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-380241;;P;316;C;;0;WAREHOUSE;900001319;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;203;1;14/05/2026 00:00:00;0,0000;4658500,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-542345;;P;317;C;;0;WAREHOUSE;900001320;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;204;1;06/05/2026 00:00:00;0,0000;3913400,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-679227;;P;318;C;;0;WAREHOUSE;900001321;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;205;1;14/05/2026 00:00:00;0,0000;5044300,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-988366;;P;319;C;;0;WAREHOUSE;900001322;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;206;1;10/05/2026 00:00:00;0,0000;4428400,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-124900;;P;320;C;;0;WAREHOUSE;900001323;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;207;1;22/05/2026 00:00:00;0,0000;5161300,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-813106;;P;321;C;;0;WAREHOUSE;900001324;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;208;1;25/05/2026 00:00:00;0,0000;4246300,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-700876;;P;322;C;;0;WAREHOUSE;900001325;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;209;1;17/05/2026 00:00:00;0,0000;5241900,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-116681;;P;323;C;;0;WAREHOUSE;900001326;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;210;1;07/05/2026 00:00:00;0,0000;3083800,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-513091;;P;324;C;;0;WAREHOUSE;900001327;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;211;1;09/05/2026 00:00:00;0,0000;4469100,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-103418;;P;325;C;;0;WAREHOUSE;900001328;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;212;1;12/05/2026 00:00:00;0,0000;1648100,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-936655;;P;326;C;;0;WAREHOUSE;900001329;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;213;1;31/05/2026 00:00:00;0,0000;7121600,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-912215;;P;327;C;;0;WAREHOUSE;900001330;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;214;1;13/05/2026 00:00:00;0,0000;5443300,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-575072;;P;328;C;;0;WAREHOUSE;900001331;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;215;1;30/05/2026 00:00:00;0,0000;4158400,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-413479;;P;329;C;;0;WAREHOUSE;900001332;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;216;1;27/05/2026 00:00:00;0,0000;5381700,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-367564;;P;330;C;;0;WAREHOUSE;900001333;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;217;1;28/05/2026 00:00:00;0,0000;6979700,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-623274;;P;331;C;;0;WAREHOUSE;900001334;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;218;1;07/05/2026 00:00:00;0,0000;2891900,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-590678;;P;332;C;;0;WAREHOUSE;900001335;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;219;1;19/05/2026 00:00:00;0,0000;4279600,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-965704;;P;333;C;;0;WAREHOUSE;900001336;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;220;1;21/05/2026 00:00:00;0,0000;5803300,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-746795;;P;334;C;;0;WAREHOUSE;900001337;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;221;1;01/05/2026 00:00:00;0,0000;4093300,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-734205;;P;335;C;;0;WAREHOUSE;900001338;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;222;1;24/05/2026 00:00:00;0,0000;2911000,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-479192;;P;336;C;;0;WAREHOUSE;900001339;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;223;1;01/05/2026 00:00:00;0,0000;4178100,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-926967;;P;337;C;;0;WAREHOUSE;900001340;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;224;1;28/05/2026 00:00:00;0,0000;6207400,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-330988;;P;338;C;;0;WAREHOUSE;900001341;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;225;1;06/05/2026 00:00:00;0,0000;2319100,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-909064;;P;339;C;;0;WAREHOUSE;900001342;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;226;1;01/05/2026 00:00:00;0,0000;4510000,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-915821;;P;340;C;;0;WAREHOUSE;900001343;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;227;1;08/05/2026 00:00:00;0,0000;2484800,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-343604;;P;341;C;;0;WAREHOUSE;900001344;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;228;1;07/05/2026 00:00:00;0,0000;4600700,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-625121;;P;342;C;;0;WAREHOUSE;900001345;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;229;1;23/05/2026 00:00:00;0,0000;5523700,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-518941;;P;343;C;;0;WAREHOUSE;900001346;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;230;1;25/05/2026 00:00:00;0,0000;3554800,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-480759;;P;344;C;;0;WAREHOUSE;900001347;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;231;1;19/05/2026 00:00:00;0,0000;4195500,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-288218;;P;345;C;;0;WAREHOUSE;900001348;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;232;1;29/05/2026 00:00:00;0,0000;4598500,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-732756;;P;346;C;;0;WAREHOUSE;900001349;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;233;1;12/05/2026 00:00:00;0,0000;7009000,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-821341;;P;347;C;;0;WAREHOUSE;900001350;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;234;1;21/05/2026 00:00:00;0,0000;4602700,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-168537;;P;348;C;;0;WAREHOUSE;900001351;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;235;1;11/05/2026 00:00:00;0,0000;4953100,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-885662;;P;349;C;;0;WAREHOUSE;900001352;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;236;1;07/05/2026 00:00:00;0,0000;2935800,0000;800000002;Cliente 2;2001;0;1045;0,0000;0,0000;N;;FV-525888;;P;350;C;;0;WAREHOUSE;900001353;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;237;1;02/05/2026 00:00:00;0,0000;1658600,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-773926;;P;351;C;;0;WAREHOUSE;900001354;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;238;1;27/05/2026 00:00:00;0,0000;2508000,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-327787;;P;352;C;;0;WAREHOUSE;900001355;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;239;1;06/05/2026 00:00:00;0,0000;1805600,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-626432;;P;353;C;;0;WAREHOUSE;900001356;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;240;1;13/05/2026 00:00:00;0,0000;2545100,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-105175;;P;354;C;;0;WAREHOUSE;900001357;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;241;1;25/05/2026 00:00:00;0,0000;4401700,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-206030;;P;355;C;;0;WAREHOUSE;900001358;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;242;1;12/05/2026 00:00:00;0,0000;1907200,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-727607;;P;356;C;;0;WAREHOUSE;900001359;0;False
5;2026;0;41350502;SERVICIO DE ALMACENAMIENTO;FV ;FV ;243;1;01/05/2026 00:00:00;0,0000;2720800,0000;800000009;Cliente 9;2001;0;1045;0,0000;0,0000;N;;FV-465996;;P;357;C;;0;WAREHOUSE;900001360;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;244;1;18/05/2026 00:00:00;690400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;358;D;;0;WAREHOUSE;900001361;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;245;1;14/05/2026 00:00:00;1315700,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;359;D;;0;WAREHOUSE;900001362;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;246;1;22/05/2026 00:00:00;1679600,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;360;D;;0;WAREHOUSE;900001363;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;247;1;29/05/2026 00:00:00;1097400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;361;D;;0;WAREHOUSE;900001364;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;248;1;11/05/2026 00:00:00;1968400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;362;D;;0;WAREHOUSE;900001365;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;249;1;29/05/2026 00:00:00;1922400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;363;D;;0;WAREHOUSE;900001366;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;250;1;25/05/2026 00:00:00;989100,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;364;D;;0;WAREHOUSE;900001367;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;251;1;25/05/2026 00:00:00;1278200,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;365;D;;0;WAREHOUSE;900001368;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;252;1;01/05/2026 00:00:00;1955400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;366;D;;0;WAREHOUSE;900001369;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;253;1;03/05/2026 00:00:00;1836900,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;367;D;;0;WAREHOUSE;900001370;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;254;1;04/05/2026 00:00:00;1023300,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;368;D;;0;WAREHOUSE;900001371;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;255;1;18/05/2026 00:00:00;405700,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;369;D;;0;WAREHOUSE;900001372;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;256;1;10/05/2026 00:00:00;1776300,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;370;D;;0;WAREHOUSE;900001373;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;257;1;16/05/2026 00:00:00;1238800,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;371;D;;0;WAREHOUSE;900001374;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;258;1;24/05/2026 00:00:00;749600,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;372;D;;0;WAREHOUSE;900001375;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;259;1;24/05/2026 00:00:00;1044600,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;373;D;;0;WAREHOUSE;900001376;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;260;1;14/05/2026 00:00:00;1049200,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;374;D;;0;WAREHOUSE;900001377;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;261;1;27/05/2026 00:00:00;867100,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;375;D;;0;WAREHOUSE;900001378;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;262;1;01/05/2026 00:00:00;527700,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;376;D;;0;WAREHOUSE;900001379;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;263;1;16/05/2026 00:00:00;1958300,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;377;D;;0;WAREHOUSE;900001380;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;264;1;05/05/2026 00:00:00;1337100,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;378;D;;0;WAREHOUSE;900001381;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;265;1;15/05/2026 00:00:00;484500,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;379;D;;0;WAREHOUSE;900001382;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;266;1;13/05/2026 00:00:00;1503200,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;380;D;;0;WAREHOUSE;900001383;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;267;1;15/05/2026 00:00:00;1005700,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;381;D;;0;WAREHOUSE;900001384;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;268;1;26/05/2026 00:00:00;1552500,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;382;D;;0;WAREHOUSE;900001385;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;269;1;26/05/2026 00:00:00;545400,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;383;D;;0;WAREHOUSE;900001386;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;270;1;06/05/2026 00:00:00;663200,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;384;D;;0;WAREHOUSE;900001387;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;271;1;04/05/2026 00:00:00;1802600,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;385;D;;0;WAREHOUSE;900001388;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;272;1;24/05/2026 00:00:00;1918600,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;386;D;;0;WAREHOUSE;900001389;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;273;1;26/05/2026 00:00:00;1933000,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;387;D;;0;WAREHOUSE;900001390;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;274;1;10/05/2026 00:00:00;1076800,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;388;D;;0;WAREHOUSE;900001391;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;275;1;02/05/2026 00:00:00;574200,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;389;D;;0;WAREHOUSE;900001392;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;276;1;19/05/2026 00:00:00;735800,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;390;D;;0;WAREHOUSE;900001393;0;False
5;2026;0;61350101;COSTO DE MERCANCIA VENDIDA;CE ;CE ;277;1;11/05/2026 00:00:00;1607900,0000;0,0000;0;;2001;0;1045;0,0000;0,0000;N;;;;P;391;D;;0;WAREHOUSE;900001394;0;False
